
DatasetName	SightingKey	SpeciesCode	KingdomName	ClassName	FamilyName	SortOrder	ScientificName	Exotic	CommonName	NSWStatus	CommStatus	SensitivityClass	ProfileID	DateFirst	DateLast	NumberIndividuals	EstimateTypeCode	SourceCode	ObservationType	Status	ValidationFlags	LocationKey	Description	Latitude_GDA94	Longitude_GDA94	Zone	Easting	Northing	Accuracy	SightingNotes	LocationNotes	
Wild Count Fauna	SIXRI0323721	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:41	02/05/2013 01:13:41			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323722	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:42	02/05/2013 01:13:42			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323723	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:43	02/05/2013 01:13:43			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323724	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:44	02/05/2013 01:13:44			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323725	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:45	02/05/2013 01:13:45			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323726	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:46	02/05/2013 01:13:46			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323727	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:47	02/05/2013 01:13:47			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323728	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:48	02/05/2013 01:13:48			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323729	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:49	02/05/2013 01:13:49			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323730	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:50	02/05/2013 01:13:50			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323731	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:51	02/05/2013 01:13:51			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323732	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:52	02/05/2013 01:13:52			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323733	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:53	02/05/2013 01:13:53			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323734	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:54	02/05/2013 01:13:54			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323735	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:55	02/05/2013 01:13:55			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323736	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:58	02/05/2013 01:13:58			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323737	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:13:59	02/05/2013 01:13:59			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
Wild Count Fauna	SIXRI0323738	1215	Fauna	Mammalia	Macropodidae	3887	Petrogale penicillata		Brush-tailed Rock-wallaby	E1,P	V		10605	02/05/2013 01:14:00	02/05/2013 01:14:00			4	O	Valid and accepted without modification		LDMB1406050A	Nymboida NP - Far Creek Trail	-29.645180013	152.547159987	56	456170	6720445	10.0000			
